2.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.8664856221e-15 0.0000000000e+00 3.5544479790e-16 0.0000000000e+00
3.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.0835466980e-15 0.0000000000e+00 4.5352984252e-16 0.0000000000e+00
4.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3302991623e-15 0.0000000000e+00 3.8208047553e-16 0.0000000000e+00
5.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0326003574e-15 0.0000000000e+00 6.1216815990e-16 0.0000000000e+00
6.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0271506817e-15 0.0000000000e+00 5.5467766190e-16 0.0000000000e+00
7.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.6683732214e-15 0.0000000000e+00 6.2232645597e-16 0.0000000000e+00
8.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.8874068564e-15 0.0000000000e+00 8.8096117482e-16 0.0000000000e+00
9.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 6.1174120550e-15 0.0000000000e+00 7.0266773925e-16 0.0000000000e+00
1.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 6.2578029844e-15 0.0000000000e+00 9.1389355595e-16 0.0000000000e+00
1.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.7663902183e-15 0.0000000000e+00 8.2957951693e-16 0.0000000000e+00
1.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.6575924502e-15 0.0000000000e+00 1.0478595331e-15 0.0000000000e+00
1.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.4765471389e-15 0.0000000000e+00 9.8755009600e-16 0.0000000000e+00
1.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.9052893779e-15 0.0000000000e+00 1.1083919842e-15 0.0000000000e+00
1.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.9936448340e-15 0.0000000000e+00 1.1731226297e-15 0.0000000000e+00
1.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.5016003240e-15 0.0000000000e+00 1.0933814289e-15 0.0000000000e+00
1.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.0258894101e-15 0.0000000000e+00 1.0986024061e-15 0.0000000000e+00
1.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9032105262e-15 0.0000000000e+00 1.2315238502e-15 0.0000000000e+00
1.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0944092004e-15 0.0000000000e+00 1.2530589860e-15 0.0000000000e+00
2.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3060708850e-15 0.0000000000e+00 1.3581529339e-15 0.0000000000e+00
2.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.5859444902e-15 0.0000000000e+00 1.5678194980e-15 0.0000000000e+00
2.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.7424135575e-15 0.0000000000e+00 1.5952313604e-15 0.0000000000e+00
2.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0980457228e-15 0.0000000000e+00 1.4504934580e-15 0.0000000000e+00
2.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 2.5674089442e-15 0.0000000000e+00 1.4967038495e-15 0.0000000000e+00
2.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.7218467001e-15 0.0000000000e+00 2.0324097370e-15 0.0000000000e+00
2.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3892897134e-15 0.0000000000e+00 1.6803272440e-15 0.0000000000e+00
2.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.8448479687e-15 0.0000000000e+00 1.5933017185e-15 0.0000000000e+00
2.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9276754673e-15 0.0000000000e+00 1.6912682660e-15 0.0000000000e+00
2.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0432901665e-15 0.0000000000e+00 1.8957399974e-15 0.0000000000e+00
3.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.2970528380e-15 0.0000000000e+00 1.5710025660e-15 0.0000000000e+00
3.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.2853723724e-15 0.0000000000e+00 1.9648319056e-15 0.0000000000e+00
3.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.0306023635e-15 0.0000000000e+00 1.7256692664e-15 0.0000000000e+00
3.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0401290539e-15 0.0000000000e+00 2.0731608036e-15 0.0000000000e+00
3.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.4445839265e-15 0.0000000000e+00 1.8825792437e-15 0.0000000000e+00
3.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.9047052277e-15 0.0000000000e+00 1.9317847857e-15 0.0000000000e+00
3.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3698616250e-15 0.0000000000e+00 2.0385796077e-15 0.0000000000e+00
3.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.5775711635e-15 0.0000000000e+00 1.8647325513e-15 0.0000000000e+00
3.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9468570459e-15 0.0000000000e+00 2.1048359621e-15 0.0000000000e+00
3.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3379350372e-15 0.0000000000e+00 2.1295848471e-15 0.0000000000e+00
4.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9388679726e-15 0.0000000000e+00 2.2134665174e-15 0.0000000000e+00
4.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.4357303692e-15 0.0000000000e+00 2.1766234429e-15 0.0000000000e+00
4.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.3070408496e-15 0.0000000000e+00 2.1642332186e-15 0.0000000000e+00
4.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.4093787281e-15 0.0000000000e+00 2.0738206594e-15 0.0000000000e+00
4.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.4354787361e-15 0.0000000000e+00 2.1508903864e-15 0.0000000000e+00
4.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.2871527247e-15 0.0000000000e+00 2.2345722798e-15 0.0000000000e+00
4.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.2801218126e-15 0.0000000000e+00 2.3766995575e-15 0.0000000000e+00
4.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.1057472505e-15 0.0000000000e+00 2.2084404723e-15 0.0000000000e+00
4.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.7023712598e-15 0.0000000000e+00 2.3438696118e-15 0.0000000000e+00
4.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.4214372056e-15 0.0000000000e+00 2.5675787963e-15 0.0000000000e+00
5.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 6.1241798698e-15 0.0000000000e+00 2.5184378157e-15 0.0000000000e+00
0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 2.0370510699e-15 0.0000000000e+00 5.1179197694e-30 0.0000000000e+00
1.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9066803401e-15 0.0000000000e+00 2.2204460493e-16 0.0000000000e+00
2.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.8664856221e-15 0.0000000000e+00 3.5544479790e-16 0.0000000000e+00
3.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.0835466980e-15 0.0000000000e+00 4.5352984252e-16 0.0000000000e+00
4.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3302991623e-15 0.0000000000e+00 3.8208047553e-16 0.0000000000e+00
5.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0326003574e-15 0.0000000000e+00 6.1216815990e-16 0.0000000000e+00
6.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0271506817e-15 0.0000000000e+00 5.5467766190e-16 0.0000000000e+00
7.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.6683732214e-15 0.0000000000e+00 6.2232645597e-16 0.0000000000e+00
8.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.8874068564e-15 0.0000000000e+00 8.8096117482e-16 0.0000000000e+00
9.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 6.1174120550e-15 0.0000000000e+00 7.0266773925e-16 0.0000000000e+00
1.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 6.2578029844e-15 0.0000000000e+00 9.1389355595e-16 0.0000000000e+00
1.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.7663902183e-15 0.0000000000e+00 8.2957951693e-16 0.0000000000e+00
1.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.6575924502e-15 0.0000000000e+00 1.0478595331e-15 0.0000000000e+00
1.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.4765471389e-15 0.0000000000e+00 9.8755009600e-16 0.0000000000e+00
1.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.9052893779e-15 0.0000000000e+00 1.1083919842e-15 0.0000000000e+00
1.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.9936448340e-15 0.0000000000e+00 1.1731226297e-15 0.0000000000e+00
1.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.5016003240e-15 0.0000000000e+00 1.0933814289e-15 0.0000000000e+00
1.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.0258894101e-15 0.0000000000e+00 1.0986024061e-15 0.0000000000e+00
1.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9032105262e-15 0.0000000000e+00 1.2315238502e-15 0.0000000000e+00
1.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0944092004e-15 0.0000000000e+00 1.2530589860e-15 0.0000000000e+00
2.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3060708850e-15 0.0000000000e+00 1.3581529339e-15 0.0000000000e+00
2.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.5859444902e-15 0.0000000000e+00 1.5678194980e-15 0.0000000000e+00
2.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.7424135575e-15 0.0000000000e+00 1.5952313604e-15 0.0000000000e+00
2.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0980457228e-15 0.0000000000e+00 1.4504934580e-15 0.0000000000e+00
2.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 2.5674089442e-15 0.0000000000e+00 1.4967038495e-15 0.0000000000e+00
2.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.7218467001e-15 0.0000000000e+00 2.0324097370e-15 0.0000000000e+00
2.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3892897134e-15 0.0000000000e+00 1.6803272440e-15 0.0000000000e+00
2.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.8448479687e-15 0.0000000000e+00 1.5933017185e-15 0.0000000000e+00
2.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9276754673e-15 0.0000000000e+00 1.6912682660e-15 0.0000000000e+00
2.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0432901665e-15 0.0000000000e+00 1.8957399974e-15 0.0000000000e+00
3.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.2970528380e-15 0.0000000000e+00 1.5710025660e-15 0.0000000000e+00
3.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.2853723724e-15 0.0000000000e+00 1.9648319056e-15 0.0000000000e+00
3.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.0306023635e-15 0.0000000000e+00 1.7256692664e-15 0.0000000000e+00
3.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0401290539e-15 0.0000000000e+00 2.0731608036e-15 0.0000000000e+00
3.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.4445839265e-15 0.0000000000e+00 1.8825792437e-15 0.0000000000e+00
3.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.9047052277e-15 0.0000000000e+00 1.9317847857e-15 0.0000000000e+00
3.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3698616250e-15 0.0000000000e+00 2.0385796077e-15 0.0000000000e+00
3.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.5775711635e-15 0.0000000000e+00 1.8647325513e-15 0.0000000000e+00
3.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9468570459e-15 0.0000000000e+00 2.1048359621e-15 0.0000000000e+00
3.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3379350372e-15 0.0000000000e+00 2.1295848471e-15 0.0000000000e+00
4.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9388679726e-15 0.0000000000e+00 2.2134665174e-15 0.0000000000e+00
4.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.4357303692e-15 0.0000000000e+00 2.1766234429e-15 0.0000000000e+00
4.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.3070408496e-15 0.0000000000e+00 2.1642332186e-15 0.0000000000e+00
4.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.4093787281e-15 0.0000000000e+00 2.0738206594e-15 0.0000000000e+00
4.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.4354787361e-15 0.0000000000e+00 2.1508903864e-15 0.0000000000e+00
4.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.2871527247e-15 0.0000000000e+00 2.2345722798e-15 0.0000000000e+00
4.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.2801218126e-15 0.0000000000e+00 2.3766995575e-15 0.0000000000e+00
4.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.1057472505e-15 0.0000000000e+00 2.2084404723e-15 0.0000000000e+00
4.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.7023712598e-15 0.0000000000e+00 2.3438696118e-15 0.0000000000e+00
4.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.4214372056e-15 0.0000000000e+00 2.5675787963e-15 0.0000000000e+00
5.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 6.1241798698e-15 0.0000000000e+00 2.5184378157e-15 0.0000000000e+00
0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 2.0370510699e-15 0.0000000000e+00 5.1179197694e-30 0.0000000000e+00
1.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9066803401e-15 0.0000000000e+00 2.2204460493e-16 0.0000000000e+00
2.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.8664856221e-15 0.0000000000e+00 3.5544479790e-16 0.0000000000e+00
3.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.0835466980e-15 0.0000000000e+00 4.5352984252e-16 0.0000000000e+00
4.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3302991623e-15 0.0000000000e+00 3.8208047553e-16 0.0000000000e+00
5.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0326003574e-15 0.0000000000e+00 6.1216815990e-16 0.0000000000e+00
6.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0271506817e-15 0.0000000000e+00 5.5467766190e-16 0.0000000000e+00
7.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.6683732214e-15 0.0000000000e+00 6.2232645597e-16 0.0000000000e+00
8.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.8874068564e-15 0.0000000000e+00 8.8096117482e-16 0.0000000000e+00
9.0000000000e+00 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 6.1174120550e-15 0.0000000000e+00 7.0266773925e-16 0.0000000000e+00
1.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 6.2578029844e-15 0.0000000000e+00 9.1389355595e-16 0.0000000000e+00
1.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.7663902183e-15 0.0000000000e+00 8.2957951693e-16 0.0000000000e+00
1.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.6575924502e-15 0.0000000000e+00 1.0478595331e-15 0.0000000000e+00
1.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.4765471389e-15 0.0000000000e+00 9.8755009600e-16 0.0000000000e+00
1.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.9052893779e-15 0.0000000000e+00 1.1083919842e-15 0.0000000000e+00
1.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.9936448340e-15 0.0000000000e+00 1.1731226297e-15 0.0000000000e+00
1.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.5016003240e-15 0.0000000000e+00 1.0933814289e-15 0.0000000000e+00
1.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.0258894101e-15 0.0000000000e+00 1.0986024061e-15 0.0000000000e+00
1.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9032105262e-15 0.0000000000e+00 1.2315238502e-15 0.0000000000e+00
1.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0944092004e-15 0.0000000000e+00 1.2530589860e-15 0.0000000000e+00
2.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3060708850e-15 0.0000000000e+00 1.3581529339e-15 0.0000000000e+00
2.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.5859444902e-15 0.0000000000e+00 1.5678194980e-15 0.0000000000e+00
2.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.7424135575e-15 0.0000000000e+00 1.5952313604e-15 0.0000000000e+00
2.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0980457228e-15 0.0000000000e+00 1.4504934580e-15 0.0000000000e+00
2.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 2.5674089442e-15 0.0000000000e+00 1.4967038495e-15 0.0000000000e+00
2.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.7218467001e-15 0.0000000000e+00 2.0324097370e-15 0.0000000000e+00
2.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3892897134e-15 0.0000000000e+00 1.6803272440e-15 0.0000000000e+00
2.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.8448479687e-15 0.0000000000e+00 1.5933017185e-15 0.0000000000e+00
2.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9276754673e-15 0.0000000000e+00 1.6912682660e-15 0.0000000000e+00
2.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0432901665e-15 0.0000000000e+00 1.8957399974e-15 0.0000000000e+00
3.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.2970528380e-15 0.0000000000e+00 1.5710025660e-15 0.0000000000e+00
3.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.2853723724e-15 0.0000000000e+00 1.9648319056e-15 0.0000000000e+00
3.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.0306023635e-15 0.0000000000e+00 1.7256692664e-15 0.0000000000e+00
3.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.0401290539e-15 0.0000000000e+00 2.0731608036e-15 0.0000000000e+00
3.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.4445839265e-15 0.0000000000e+00 1.8825792437e-15 0.0000000000e+00
3.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.9047052277e-15 0.0000000000e+00 1.9317847857e-15 0.0000000000e+00
3.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3698616250e-15 0.0000000000e+00 2.0385796077e-15 0.0000000000e+00
3.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.5775711635e-15 0.0000000000e+00 1.8647325513e-15 0.0000000000e+00
3.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9468570459e-15 0.0000000000e+00 2.1048359621e-15 0.0000000000e+00
3.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.3379350372e-15 0.0000000000e+00 2.1295848471e-15 0.0000000000e+00
4.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.9388679726e-15 0.0000000000e+00 2.2134665174e-15 0.0000000000e+00
4.1000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 3.4357303692e-15 0.0000000000e+00 2.1766234429e-15 0.0000000000e+00
4.2000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.3070408496e-15 0.0000000000e+00 2.1642332186e-15 0.0000000000e+00
4.3000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 4.4093787281e-15 0.0000000000e+00 2.0738206594e-15 0.0000000000e+00
4.4000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.4354787361e-15 0.0000000000e+00 2.1508903864e-15 0.0000000000e+00
4.5000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.2871527247e-15 0.0000000000e+00 2.2345722798e-15 0.0000000000e+00
4.6000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.2801218126e-15 0.0000000000e+00 2.3766995575e-15 0.0000000000e+00
4.7000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.1057472505e-15 0.0000000000e+00 2.2084404723e-15 0.0000000000e+00
4.8000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.7023712598e-15 0.0000000000e+00 2.3438696118e-15 0.0000000000e+00
4.9000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 5.4214372056e-15 0.0000000000e+00 2.5675787963e-15 0.0000000000e+00
5.0000000000e+01 1.0000000000e+00 0.0000000000e+00 1.0000000000e+00 0.0000000000e+00 6.1241798698e-15 0.0000000000e+00 2.5184378157e-15 0.0000000000e+00
